customer_tweet,company_tweet,company
"My battery sucks ever since downloading iso11. &amp; The iPhone 8 is coming out, coincidence? Probs not 🙃 @115858",@176694 We'd be happy to look into this battery issue with you. Let us know which device you're using via DM. We'll go from there. https://t.co/GDrqU22YpT,AppleSupport
@AppleSupport I can't redownload an album I deleted and it just says purchased. How do I get it back?,@362842 Hi. We're happy to help. Have you checked to see if it's hidden? https://t.co/jjLUETEY0J,AppleSupport
Oh goodie another #iPhone update that will 🤬🤬🤬my obsolete #iPhone6splus.  Thanks @115858 @AppleSupport your the best! Update my OS back to 10! #crapbattery #crapOS11,@774804 We’d like to look into this. When did you begin to notice the issues with battery life? Have specific apps displayed battery issues more than others?,AppleSupport
"Dear @115858 please observe this screen recording. Initially my battery is showing 5% and now when I switch on my charger, it shows 5% again I disconnected and reconnected my charger it showed 13%. What is this bug of yours??  Please fix it. https://t.co/gVR0kzrfuf",@244904 Thank you for reaching out to us. We'd be happy to look into this with you. Can you tell us which iPhone and version of software you're currently using?,AppleSupport
@115858 why can’t y’alls shit work,@317634 Are you experiencing an issue with one of our products? DM us what's going on and we'd be more than happy to help! https://t.co/GDrqU22YpT,AppleSupport
@AppleSupport MY PHONE HAS BEEN STUCK UPDATING FOR 15 HOURS!!!!,@456298 We're here to help. Can you tell us if you are updating applications or are you trying to update the operating system?,AppleSupport
@AppleSupport my iphone stopped working so i did a hard reset and it is stuck on the welcome screen with the white apple in the center,"@740644 It can be tough when your iPhone is not responding, so let’s get it back to responding like it should.  Please take a look here and give these steps a try: https://t.co/8MvHMFZ83h",AppleSupport
@AppleSupport hello ! all of a sudden all my attempt to make calls has failed ..happened over past two hours ..tried all solutions no luck,@335803 Hey there! We'd like to lend a hand. Let us know if this article helps: https://t.co/97BrailZaF,AppleSupport
@AppleSupport the new play/pause button function (iOS high sierra) is truly HORRIBLE! Please change it back to what it was before or give us customization ability..! I'm not alone in this: https://t.co/N5wZLsZJR0,@735173 We always want to know your ideas for future software releases. Leave us feedback about those controls here: https://t.co/eTPVYVFyd8,AppleSupport
.@115858 my iPhone 6 sucks ass with the new update so thx for that. Almost rather have a samsung. #ass,@698201 That's not the experience we want you to have.  Send us a DM letting us know more about what you are experiencing. https://t.co/GDrqU22YpT,AppleSupport
"@115858 It’s just not going to happen, but thanks for pointing out my failure. #AppleWatch https://t.co/Mp3DD0KpOI",@719333 Let's help take a closer look into this. DM us the version of watchOS you're using and we can go from there together. https://t.co/GDrqU22YpT,AppleSupport
"Hi @AppleSupport. I keep my personal iPhone 6S in my pocket. Any time I also carry my work iPhone 6 in my bag, the steps count from both devices seem to get added together in the Health app. Is there a way to stop this please? It didn't happen in iOS 10.","@138973 We understand how important it is to sort this out. The Health app handles data from different sources such as from other devices or apps. However, you can prioritize the data sources and learn more about this here: https://t.co/FbDAfgVHS6 DM us any other questions. https://t.co/GDrqU22YpT",AppleSupport
Had nothing but problems w this newest IOS update 👌🏽@115858,@576845 Let's look into that. Send us a DM and we'll go from there. https://t.co/GDrqU22YpT,AppleSupport
@115858 my mother in law got an email from apple about her Apple ID and I’m not sure if it’s original could you help me I have a screen shot.,"@581270 Check out our guide on the subject here: https://t.co/LNMCdqt6fD If you still have concerns, send us the screenshot via DM. https://t.co/GDrqU22YpT",AppleSupport
.@AppleSupport IOS update 11.0.3 and my battery life still drains fast.  Never had problems until these faulty updates,@429391 Thanks for reaching out. DM which iOS device you are using to get started. https://t.co/GDrqU22YpT,AppleSupport
"@AppleSupport 
MacOS High Sierra sucks for the MacBook pro 15"" (2012)

It's running too hot for no reason, even when no programs running","@592997 We'd like to help. When you say ""running hot"" do you mean temperature, increased activity, or both? Let us know in DM. https://t.co/GDrqU22YpT",AppleSupport
. @115858 @118936 will only let me sign-in/install new apps if i change iOS restrictions to allow account changes. Is this a new feature?,@603306 Let's meet up in DM so we can review this in more details with you please. We'd like to help in any way we can. https://t.co/GDrqU22YpT,AppleSupport
@AppleSupport so my imessage is not activating my phone number after I updated my phone? I have a US phone number but am in the UK right now,@579329 We'd be happy to assist.  Please reach out to us via DM and we'll get started. https://t.co/GDrqU22YpT,AppleSupport
@AppleSupport I want my money back I just bought the X week ago and the phone not working due to the update I had the 7 and I faced the same problem cos that you told me to pay 1400 AED but sadly I bought the X and I face the same issue after 1 week !????!??!!??,@809843 We're happy to assist you. We know how important it is for your new iPhone to work properly. DM us and provide us details on the exact issue you're having with your iPhone. https://t.co/GDrqU22YpT,AppleSupport
@AppleSupport please fix the fucking problem with keyboard or I’ll switch to  @117159,@524147 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,AppleSupport
"@AppleSupport iOS 11 is buggy AF! Apps- buggy, Messenger-buggy. Cumbersome home screen swipe menus. Can I go back ? Is this my life now?!",@186473 That's not the experience we want you to have. Which device and iOS 11 version are you running?,AppleSupport
When is @115858 going to fix this ? Glitch it’s getting old fast!,@324532 We'd love to help. Could you send us a DM? We'll go from there. https://t.co/GDrqU22YpT,AppleSupport
@115858 your new iOS sucks. My whole phone is messing up now,@566403 Satisfaction is our goal when it comes to using the new iOS 11. We'd love to work with you on this. DM us exactly what's going on. https://t.co/GDrqU22YpT,AppleSupport
@AppleSupport i want to fucking kill myself why cant I play my music anymore with this new Ios update,@623046 This is unexpected. We're here to help. Meet us in DM and we'll take a further look at this with you. https://t.co/GDrqU22YpT,AppleSupport
"@115858 disappointing service in #applestorecribbscauseway today, young staff more interested in talking to each other",@396834 We're here to help. Let's take this to DM so we can better assist you. https://t.co/GDrqU22YpT,AppleSupport
New problem discovered post IoS11 - the clock is showing 20 mins slower! Wtf? @AppleSupport,"@135630 Thanks for reaching out to us. We are always happy to help. To clarify, is your date and time set to automatic?",AppleSupport
@115858 your update has ruined my phone!!! This is such bullshit. Nothing works.,@562627 It's important for your iPhone to work the way you expect. DM us more about what's going on. We'll see how we can help. https://t.co/GDrqU22YpT,AppleSupport
"iOS 11 totally destroyed AirPod’s “magic”. 

They barely work anymore. Thanks @AppleSupport",@409895 Let's look into this for you. What are you experiencing with your AirPods? Let us know in DM. https://t.co/GDrqU22YpT,AppleSupport
My phone keeps shutting down and goes into ‘no service’..  is it my @115858 iPhone or @38625 ???,@300951 We'd be happy to look into this situation with you. Send us a DM with more details. https://t.co/GDrqU22YpT,AppleSupport
How do you activate /create that invisible iMessage feature @AppleSupport,@276733 Great question! We'd love to help! Check out this link for help with using Messages on your devices: https://t.co/oN5KLtmIvF,AppleSupport
Es increíble como drena la batería iOS 11 e inaceptable que dure tan poco... @115858 @AppleSupport,@268711 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs,AppleSupport
@AppleSupport my phone has been acting up. My recently sent and received messages aren’t showing up. I’ve reset my phone 3 times already .,@734921 We'd love to help with your messages! Which version of iOS are you using under Settings &gt; General &gt; About?,AppleSupport
i am more than irritated that i can’t see the phone numbers when they pop up anymore 😐 anyone know how to fix this? @115858 https://t.co/DMNaMUo5IQ,@802227 Is it possible that the numbers have been blocked? When you tap on info next to them are you seeing a phone number? We'll help as best we can.,AppleSupport
@115858 I updated my iPhone to iso11 and now my Touch ID does not work.,@590780 We’d like to see how we can help with your Touch ID. Send us a DM with more details and we'll go from there. https://t.co/GDrqU22YpT,AppleSupport
Not being funny but your ios11 is shit @115858,@357410 Please tell us a bit more about what's happening. We want to help.,AppleSupport
@AppleSupport any reason why my phone has yet to receive the new iOS 11 update?,@329325 Let’s see if we can get this resolved. Which iPhone are you using? What do you see in Settings &gt; General &gt; Software Update?,AppleSupport
This keyboard thing @AppleSupport is telling everybody to do doesn’t even work 🙄,@663688 We want to get to the bottom of this. Let's discuss in DM. https://t.co/GDrqU22YpT,AppleSupport
"@AppleSupport Wt the hell is wrong with iOS 11.1, It’s draining the battery so quickly. It’s taking 5hrs to charge phone to 100% #helpmeout",@291688 We'd be happy to look into what's gong on. Let's meet in DM. https://t.co/GDrqU22YpT,AppleSupport
With #iOS11 my iPhone is basically an MP3 player. The battery life sucks! When would it be fixed? @AppleSupport @115858,@561487 We know your iPhone battery performance is important. We'd like to help. Send us a DM tell us which iPhone you have to begin. https://t.co/GDrqU22YpT,AppleSupport
@115858 I upgraded to the iPhone 8plus and series 3 watch so I can go run without my phone. Music won’t sync to my phone. Can’t open the app,@204471 Let's take a look at this together. Is everything fully up to date on the watch and the iPhone? Let us know in DM. https://t.co/GDrqU22YpT,AppleSupport
"Control center not matching now playing, dictation doesn’t work, camera fails to open, photos not saving screen shots @AppleSupport",@563559 We want to help you get your iPhone back to working properly.  Please respond in DM with which iPhone you’re using. https://t.co/GDrqU22YpT,AppleSupport
Fucking iTunes deleted my playlists get your shit together @115858,"@662179 That's certainly unexpected, but we can help to try to locate those playlists. To start, is this in iTunes on a computer or on a device? Which version of OS are you running as well?",AppleSupport
@115858 I have bought a supposedly sim-free iphone 8 plus to use in Brazil at @116062. I was never informed about US reseller flex policy neither by Target nor by Apple. Now I have a phone that I cannot use. Help me please!!!,@133416 We'd like to guide you in the right direction. DM us what country or region you're currently located in. https://t.co/GDrqU22YpT,AppleSupport
@AppleSupport I️ don’t have time for this nonsense.,@497649 We'd like to help. DM us with a bit more detail on what's going on and we'll go from there. https://t.co/GDrqU22YpT,AppleSupport
IOS 11 literally broke my phone. Thanks @115858,@793346 We'd like to help you out with any issue you might be having with your iPhone. Let's meet up in DM and work together. https://t.co/GDrqU22YpT,AppleSupport
@115858 needs to fix whatever tf is going on with the letter “I️” on the keyboard. 🤬,@515537 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,AppleSupport
"@AppleSupport when dnd for driving is on, I should still be able to stream @116935 to my car via BT. #ios1102","@609122 We're here to help. Do other apps, like Spotify or Apple Music, work as expected with that function on? Let us know in DM. https://t.co/GDrqU22YpT",AppleSupport
@AppleSupport @115858 y’all need to this this “ I️ “ stuff because this is not acceptable at all.,@514521 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,AppleSupport
@115858 - so disappointed in this latest upgrade - none of my text or ringtones work - I don’t know who to ignore now! pls tell me this can be easily fixed! ✅,"@789030 We're happy to help. To start, what version of iOS are you currently running? Find that in Settings &gt; General &gt; About.",AppleSupport
Fix this piece of shit IOS 11.1.2 or let us roll back for fuck sakes..!!!!! @115858,"@234436 We're unable to go back to a previous iOS, however we'd love to help with any issue you have. DM us some additional information on what is wrong. https://t.co/GDrqU22YpT",AppleSupport
@AppleSupport my videos in my phone don’t play anymore 😡😡,@625484 Hi. We'd like to help. Are you getting any error when you try to play them? Tell us in DM which iOS version you're running. https://t.co/GDrqU22YpT,AppleSupport
@AppleSupport how come when we type “I️” it comes out all screwy!?,@597404 We’ve got your back. Check out the workaround in this article and DM us any questions you may have: https://t.co/xU1AGHStV6 https://t.co/GDrqU22YpT,AppleSupport
How to get rid of these boxes @AppleSupport,@593980 Try this out: https://t.co/xXaXeeSRt9 That should help with the autocorrect issue. DM us if it does not. https://t.co/GDrqU22YpT,AppleSupport
"Aye @AppleSupport , the fact that the letter after H is still glitching is not cool.",@483191 This article may help: https://t.co/tTi2caaemt Please DM us if the issue continues. https://t.co/GDrqU2kzhr,AppleSupport
@115858 please fix the email app. 😡😡😡,"@157825 What kind of device do you have, and what issues have you noticed with the Mail app? DM us, and we'll find a solution together. https://t.co/GDrqU22YpT",AppleSupport
@AppleSupport I can’t sign into my iCloud on my mac because it’s not letting me type in the verification code anywhere for my Apple ID???,@741913 Let's take a look together and see what's going on. Please send us a DM so we may better assist you. https://t.co/GDrqU22YpT,AppleSupport
I’m tired of this bitch turning off and freezing all the fucking time. Wtf  @115858,@153195 We're happy to help with the issues you're experiencing. Please let us know in DM which device you're using and a bit more about what happens. https://t.co/GDrqU22YpT,AppleSupport
My phone has been freezing so much lately I’m angry. @115858,@554346 Let's help you figure this out. Are you noticing this with specific apps or is it completely random? Reply in DM. https://t.co/GDrqU22YpT,AppleSupport
who else tries to reword their tweets to not have i️ in it because @115858 can’t get their shit together,@666862 This is certainly not the behavior we want you to experience. We want to help! Could you DM us which iPhone and iOS version you're using? Here's a link to help locate your iOS version: https://t.co/ZTw54HL4Rm https://t.co/GDrqU22YpT,AppleSupport
I will absolutely NEVER get an iPhone again. Why am I still paying for a phone that no longer works? @115858,@663724 We'd like to help. DM us which iOS version you're currently running and we'll go from there. https://t.co/GDrqU22YpT,AppleSupport
"can my phone not start beeping like a smoke detector for no apparent reason, thanks @115858",@540888 We'd like to look into this behavior with you. Let us know in DM if anything appears on the screen when this happens. https://t.co/GDrqU22YpT,AppleSupport
Everytime i refresh my tl my music stops and its really making me mad. @115858 fix this shit Deadass ya blowing my shit with all these damn issues. Before i get a samsung.,"@680400 We're glad to look into this with you. Could you let us know what you mean when you say ""tl""? Also, would you mind letting us know which version of iOS you have installed? You can verify this at Settings &gt; About.",AppleSupport
@AppleSupport Is there anyway to change these to metric units ? Thanks https://t.co/FviEfBSyiC,@301234 Excellent question. Change the units from within the Weather app itself. Use this for more help: https://t.co/D1bMbV49O6,AppleSupport
My charger just broke I’m sueing for inconvenience @115858 https://t.co/PdbaiPLV5v,@257985 We'd like to review some options for your charger. Please DM us when you have a free moment. https://t.co/GDrqU22YpT,AppleSupport
Yo @115858 fix your letter “I️” glitch cause it’s ruining my tweets,@595782 Thanks for reaching out. We have a workaround for this here: https://t.co/xXaXeeSRt9 DM us if you still need help. https://t.co/GDrqU22YpT,AppleSupport
"I want to purchase macbook air 2017, 8gb ram, n 128gb ssd. Is it sufficient for iOS app development? Please suggest. @AppleSupport @115858",@775096 Great question. Our Apple Sales Support team will be happy to assist you with this. Click here to connect with them: https://t.co/RmFSlCBcIE,AppleSupport
My phone started lagging as soon as i updated it 😡😡😡 i see what ur doing @115858,@174545 We're here to help. DM us what country or region you're located in. https://t.co/GDrqU22YpT,AppleSupport
My phone been freezing a lot since the new update. @AppleSupport so it’s either fix it or cut the check💁🏾‍♂️ 🤑,@203167 We want you to have a phone that you can rely on. Let's take a deeper look into this together in DM. https://t.co/GDrqU22YpT,AppleSupport
@AppleSupport why many song in @115948 its in grey and I can’t listen?,@282081 We want to look into this. Can you tell us which iOS version you have? Settings &gt; General &gt; About will tell you.,AppleSupport
11.0.3 de Dokunmatik bazen algılamıyor @AppleSupport touch screen problem 6s.,@443581 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj,AppleSupport
"updated to iOS 11.1 and my phone is acting up. if you're trying to slow my phone down, at least be subtle about it ! @115858","@587416 We know how important it is that your iPhone runs smoothly, so we'd like to help. DM us more details of what's going on to start. https://t.co/GDrqU22YpT",AppleSupport
@115858 @AppleSupport can you fix the “I️” glitch already,"@710714 We just released an update, iOS 11.1.1, to address this. Have you had a chance as of yet to update to 11.1.1? If not, back up your device, then give that update a go and let us know if you see a change afterwards.",AppleSupport
"@157399 my iPad 5, 9.7"" is taking 5-6 hours to get charged from 25% to 90%.
Is this normal?? @115858",@578879 Let's tackle this together. How long has this been going on? Are you using the charger that came with the device?,AppleSupport
@AppleSupport is this correct as it says final notification but not had anything prior? https://t.co/lmXxaYcbnV,@516279 Our website here has information on what you should do if you receive a phishing text message: https://t.co/LNMCdqt6fD,AppleSupport
@AppleSupport why does my entire phone lag when I get an iMessage all of a sudden?,@806815 We know how important it is for your iPhone to run smoothly. Let's partner up and get this resolved. What version of iOS are you running? Go to Settings &gt; General &gt; About to obtain. Let's dig into this deeper over DM: https://t.co/GDrqU22YpT,AppleSupport
Hey @AppleSupport when is the update that fixes my i from turning into an a and a ?,@503409 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/qODbOsp4wz,AppleSupport
"Hey @AppleSupport, I forgot my security questions and when I try to reset it says that wasn't possible... What should I do?",@271141 We'd be happy to help get you pointed in the right direction. Did you use the steps found in this article to reset those questions? https://t.co/fvtEqM4psr,AppleSupport
@115858 why can’t I install MacOS on my iMac. I get this error no matter what version I attempt #iMac #macOS https://t.co/KfkEbwlzBX,@211529 We're here to help. Are you trying to update to High Sierra via the App Store? Which version of macOS do you use currently?,AppleSupport
"Hi @AppleSupport, any way to remove the ""your disk is almost full"" message that just won't go away please? I have 3GB of free space and I'm fine with that. So irritating.","@266413 Let's take a look at this together. Which device are you seeing this message on? Send us your reply in DM, please. https://t.co/GDrqU22YpT",AppleSupport
@115888 major glitch in your recent update for Android. Can't get shared links-- it shuts down app!!,"@683640 Hey Katie! Could you send us a DM with your account's email address and username, as well as your device/OS? We'll take a look backstage /TB",SpotifyCares
"@SpotifyCares Hi, is there a problem with your site? I can't access the page to create a widget for my website.","@522892 Hey there! Everything's good on our end. Are you getting any error messages? If so, a screenshot of it will be handy /MA",SpotifyCares
"Y’all, when does @118062 ‘s new album come out on @115888 ??? #NeedAnswers","@708208 Hi! Taylor Swift's 'Reputation' isn't available to stream just yet – stay tuned. For now, check out the singles: https://t.co/3h0TnPWP0c /NQ",SpotifyCares
@SpotifyCares Spotify starts up on Windows 10 even though it is disabled from settings and task manager. There seems to be no definite fix. https://t.co/MA5fyomEpT,"@131457 Hmm, that doesn't sound right. What Spotify version are you using? We'll see what we can suggest /JE",SpotifyCares
"@115888 I really, really want to use Spotify after Groove folded, but your Windows app just stinks, really bad. Idk what to do.",@299024 Hey there! What’s happening exactly? Can you let us know the device/OS you’re using? We'll see how we can help out /PB,SpotifyCares
"Lol something went wrong with my @115888, but i don't mind https://t.co/U66GWJyZcw","@725073 Hi Hayley! Just in case, we'd suggest logging out &gt; restarting your device &gt; logging back in to refresh the app. Otherwise, let us know if we can help with anything else /MU",SpotifyCares
"@117153  
Hi I subscribed to premium but I can not use it, use the university account and they already charged me but I really wanted the normal premium account, which is what I have to do to recover my money and pay the normal premium.",@555941 Hey Alberto! Can you DM us your account's username and email address? We'll take a look backstage /JL https://t.co/ldFdZRiNAt,SpotifyCares
@115888 you know what would be a cool addition? Actually being able to read the old liner notes somehow #wink #dooeet,"@350356 Hey Jez, nice idea! It's definitely something for the team to consider and we'll make sure it reaches them. Stay awesome 😁 /DQ",SpotifyCares
@spotifycares its a bummer that I have to use pandora at home on my roku instead of using spotify...,"@786439 Hey there! Sorry to hear about this, but we have some info about the Spotify app on Roku here: https://t.co/titMn0j3Im. Give us a shout if there's anything else /PL",SpotifyCares
@117168 yo what's that song that y'all removed from rap caviar? It started with spongebob issuing some sass,"@671832 Hey there, we're here to help! Could this be it? https://t.co/6R6GA7gUu9 Let us know /TB",SpotifyCares
Hey @115888 @SpotifyCares @117168  the new pink cd that’s available isn’t able to be played at all. I click a song and nothing.,"@173211 Hi Corey! The cavalry's here. What device, operating system, and Spotify version are you using? We'll see what we suggest /AU",SpotifyCares
@spotifycares just got an email to confirm “my” new account…which I didn’t set up. How can I stop this account from being created/used?,@310539 Hey there! Can you DM us the email address and a screenshot of the notice you received? We'll take a look /RB https://t.co/ldFdZRiNAt,SpotifyCares
"@115888 : ""watch the video for 30 mins ad free""

Me:okay ... 

[3 minute song later] ads start playing 🙄","@581304 Hey, that doesn't sound good! Did the app crash at any point during the 30 minutes? That can cause the ad-free time to reset /NG",SpotifyCares
@SpotifyCares Spotify DOB does not match Facebook DOB.  How to sync?,"@183238 Hi there, help's here! Can you DM us your account's email address? We'll check under the hood /NY https://t.co/ldFdZRiNAt",SpotifyCares
"Bonjour, j'aimerais pouvoir gérer mon abonnement depuis la plateforme ""Play Store"" 
Est-ce possible et si oui comment? @SpotifyCares",@353543 Hi there! We've just sent a DM your way in English. Let's carry on chatting there /NY,SpotifyCares
"Help @115888, our account has been hacked. The email has been replaced by an unknown person's and we can't log in. What do we do?","@810358 Hey Danielle, help's here! Could you send us a DM with your account's email address? We'll take a look backstage /CH https://t.co/ldFdZRiNAt",SpotifyCares
Hi @115888 please stop recommending Post Malone to me. Thanks.,"@647446 Hey there! To reduce the number of Suggested Tracks you get, try adding more artists into your playlists. Hope it helps /MO",SpotifyCares
When will fifth harmony’s feels cover be released? @115888,@492550 Hi there! We’ll have it available to you as soon as it’s available to us. There's more info about content at https://t.co/0i8GpimuDa /MU,SpotifyCares
"@SpotifyCares Hi, i have a problem. My roommate can't enjoy my Spotify family account. I invited her, but the system say there is a error and doesn't explain what error is. What can I do?",@228817 Hey! We've responded to your DM. Let's continue the conversation there /DN,SpotifyCares
"Yo, I pay for premium and y’all don’t even have this album on here yet. @115888","@676443 Hey there, we'd love to help! Just to be sure, what album are you looking for? /JN",SpotifyCares
me when I remember Jank isn't on @115888 anymore https://t.co/NntKnzwJfv,"@641283 Hi Anthony! We’d love to have all of their stuff available, but we have some info about content here: https://t.co/0i8GpimuDa /AU",SpotifyCares
Really great to see the new @125633 iOS app doing it's work in real-time - a great addition to it's data insights suite! https://t.co/lA8DNkBqiU,"@345260 Hi there, thanks for the feedback! If you ever have any questions or need help, we're always just a tweet away /BB",SpotifyCares
"@SpotifyCares hi, Spotify isn’t set on offline but every time I’m not on WiFi it says “Spotify is offline” but my data is activate","@422419 Hey Camille, that doesn't sound right. What device, operating system, and version of Spotify is this happening on? We'll lend a hand /SY",SpotifyCares
i’m going to use my first 280 character tweet to ask WHY THE SOUNDTRACK OF THE 1999 OFF BROADWAY MUSICAL ZOMBIE PROM WAS TAKEN OFF??? @115888  @SpotifyCares I️ DEMAND IT BACK PLEASE I️ AM A LOYAL SPOTIFY USER AND ZOMBIE PROM IS A STAPLE PIECE OF MY BROADWAY PLAYLIST THANK YOU,@628497 Hey Dev! Sometimes content gets temporarily removed because of licensing changes. Hopefully we'll have it available again soon /GU,SpotifyCares
@115888 please become available in Oman 🇴🇲 so my mate Noor can listen to my playlists. Thank you.,@676582 Hey there! We're launching in new countries as often as possible. Be sure to add your email at https://t.co/X8DVSX9QgM /GK,SpotifyCares
Lemonade still isn't on Spotify.....what is my $4 going towards if not some inspiring tracks??,"@323958 We're working on it, and we hope to have it available soon. There's more info here: https://t.co/WI0fi3V8Cu /JN",SpotifyCares
@SpotifyCares my account is with Facebook but I don’t want it as that sort of account anymore. I can’t disconnect Facebook in settings,"@573436 Hey there, help's here! Can you DM us your account's username and email address? We'll take a look backstage /MQ https://t.co/ldFdZRiNAt",SpotifyCares
@115888 why spotify can't pay with top up ?,"@459222 Hi! The 4990 MYR offer can only be purchased using payments that support automatic billing such as debit/credit cards and PayPal. If you'd like to pay through your mobile service provider, you could get the 3 months for 49990 MYR deal at https://t.co/08kG2GBNp5 /NY",SpotifyCares
I want my Spotify playlist backkkkkkkkkk,@452220 Hey there! This is part of our Free service on mobile. More info here: https://t.co/Uv9kyGcsCc /SU,SpotifyCares
@117153 I want to change my username in Spotify? How I could do it?,"@568991 Hey! We're afraid it's not possible to change usernames. Don't worry, we'll let the right team know it's something you'd like to see /GU",SpotifyCares
@SpotifyCares just realised my student discount expired and with no warning my payment doubled. Still a student how do i reapply?,"@578973 Hey Thomas, help's here! Can you DM us your account's username and email address? We'll take a look backstage /MQ https://t.co/ldFdZRiNAt",SpotifyCares
@SpotifyCares .. I don't want to turn closed FB acct back on. How can I recover my e-mail for use with Spotify?,@666227 Hi! We've just replied to your DM. Let's carry on there 🙂 /JE,SpotifyCares
@SpotifyCares how do I find out who owns family plan,@748242 Hey Dan! Can you DM us your account's username and email address? We'll see what we can suggest /JL https://t.co/ldFdZRiNAt,SpotifyCares
@115888 can you guys put equal rights by Ishawna on your app?,"@686486 Hey! Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: https://t.co/0i8GpimuDa /AR",SpotifyCares
@115888 add snsd’s Japanese albums to the American spotify you whored,@369352 @115888 Hi! We've just sent you a DM 🙂 /AR,SpotifyCares
fuck u @115888 for telling me i get 30mins of ad free music if i click the stupid ass ad but then 10mins later i get ads again UR FAKE,"@481490 Hey, that doesn't sound good! Did the app crash at any point during the 30 minutes? That can cause the ad-free time to reset /RI",SpotifyCares
@SpotifyCares @116130  Signed up for an advertised 30 day free trial but i'm only getting 7 days...why?,@562122 Hey there! Could you send us a DM with your account's email address or username? We'll take a look backstage /FR https://t.co/ldFdZRiNAt,SpotifyCares
@SpotifyCares my UNiDAYS credentials are being used for a spotify  that I don't use anymore&amp;I don't know how to disconnect the accounts,@642975 Hey there! Can you DM us your account's email address? We'll take a look backstage /RB https://t.co/ldFdZR1cbT,SpotifyCares
@SpotifyCares also i can't get access to spotify for artists. I did it a month ago and still no reply.,"@142703 Thanks for the info! To help make it happen, we’d recommend showing your support for the idea here: https://t.co/CdI1SXS9B4. Also, our friends in Artist Support are the right folks to help with this. You can get in touch with them here: https://t.co/p1wbtdWmz2 /PB",SpotifyCares
"@115888 @SpotifyCares And @87335, you can go fuck yourself with the longest of broom handles, sideways. One of ""those"" men indeed. FU","@650138 Hey there! Sorry, we didn't mean to offend you. We'll pass your feedback on to our Ads team /RC",SpotifyCares
@SpotifyCares this has been happening for months and i'm going crazy! i will name my first born son 'spotify cares' if you can help me please and thank you in advance,"@229750 Hey, we're here to help. Does logging out and back in make a difference? If you could also let us know the exact version of Spotify you're using, that'd be great /AY",SpotifyCares
Fix this @115888 @SpotifyCares https://t.co/iddgwkiRa1,"@419848 Hey! Don't worry, we're on it. Our developers are looking into this, and we'll keep everyone updated /DF",SpotifyCares
@115888 why won’t you take my money and let me keep premium 😩😩😩,@666914 Hey Ryan! Need help? Send over a DM to explain what's going wrong. If you're seeing an error message let us know 🙂 /J,SpotifyCares
@115888 your ruku app is the dumbest thing ever,"@528188 Hey Patricia, help's here! Can you tell us what's happening exactly? We'll see what we can suggest /CH",SpotifyCares
"@127637 Bonjour, je ne reçois plus aucun mail de Spotify car je n'ai pas de réponse du support, comment vous contacter autrement?",@127636 @127637 Hey! We just replied to your DM with more info. Check your messages /CB,SpotifyCares
I STILL WANT @115888 TO ADD HIT THE GROUND 🗣🗣🗣,@590209 Hi there. We're sorry you feel that way. Music availability all boils down to licensing agreements. More info at https://t.co/VMrgnGpB4G /LM,SpotifyCares
"@SpotifyCares I’m having problems with trying to search for songs and load up simple things, do you know anything about this?",@806247 Hey. This is fixed! Everything should now be running as smooth as this guy's voice: https://t.co/NXWaP3cMnY 🙂 /GN,SpotifyCares
@SpotifyCares Urgent DM! Please read as soon as you can.,@348450 We've already replied to your DM. Let's carry on chatting there /RK,SpotifyCares
"@SpotifyCares yo guys, having some annoying issues logging in and my artist name still hasn't been fixed. Can I get someone on the phone?",@565413 Hi Tyler! Can you DM us your account's email address and artist URI? Just tap the three dots &gt; Share &gt; Copy Link. We'll check backstage /AU https://t.co/ldFdZRiNAt,SpotifyCares
i watched a video for 30 mins with no ads and right after the first song i got an ad you SNAKE @115888,@591052 Hey Mariah! That doesn't sound good. Did the app crash at any point during the 30 minutes? That can cause the ad-free time to reset /MV,SpotifyCares
"@SpotifyCares Hi, So I recently bought premium, 3 months for a tenner.. Now when I check my account details, it only shows that I have a free account. So I can't the subscription at all. I cancelled the recurring payment trough paypal though, but want to be sure It's all good. https://t.co/xWP0stB563",@224965 Hey! Help's here. Can you DM us your account's email address? We'll take a look backstage /RA https://t.co/ldFdZRiNAt,SpotifyCares
"Anyone else's @115888 just randomly stop and close on #Android. It's daily on my #GalaxyS8. So annoying. @SpotifyCares, can you shed light?","@217916 Hey Dan, help's here! Could you DM us your device, operating system, and Spotify version? We'll take a look /Q https://t.co/ldFdZRiNAt",SpotifyCares
@115888 is there a way to see my unplayed podcast episodes on the desktop app or is that a feature only in the mobile app?,@407603 2: Podcasts &gt; select the title of the podcast &gt; filter by unplayed episodes. Hope that helps /JE,SpotifyCares
"@SpotifyCares I’m getting charged twice for my premium account, can you please provide assistance?",@770270 Hey there! Can you DM us your account's email address or username? We'll take a look /NS https://t.co/ldFdZRiNAt,SpotifyCares
